subject,age,gender,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,include_exclude_bfi,mean_a,mean_c,mean_e,mean_n,mean_o,include_exclude_bfi_mean,check_mean_a,check_mean_c,check_mean_e,check_mean_n,check_mean_o,mean1,mean2,SD,D,D_check,include_exclude_iat,exclude_duplicate_data,exclude_participant
164203,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,1,6,5,6,4,2,2,5,4,3,5,3,6,4,1,4,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.777777777777778,3.75,2.375,NA,include,NA,Valid,Valid,Valid,NA,816.825,781.725,428.90994652361553,-0.08183536027665293,within range,include,include,exclude
163143,other/missing/error,other/missing/error,3,4,6,5,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,3,1,3,2,3,1,include,4.333333333333333,NA,NA,NA,2.3,include,Valid,NA,NA,NA,Valid,755.725,612.9875,178.7120463712709,-0.7987010551234225,within range,include,include,exclude
162402,other/missing/error,other/missing/error,1,5,2,6,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,4,5,4,4,5,2,NA,exclude,2.5555555555555554,NA,NA,NA,4,exclude,Valid,NA,NA,NA,Valid,2024.35,1258.9375,1402.0780985122517,-0.5459128851753557,within range,include,include,exclude
214776,48,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,2,3,5,6,3,4,4,3,3,5,3,4,4,5,2,2,4,2,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.222222222222222,3.875,2.375,NA,include,NA,Valid,Valid,Valid,NA,1492.5,1035.3875,670.5676887086463,-0.6816798776575259,within range,include,include,include
233700,36,male,3,5,3,4,4,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,6,4,5,5,6,4,include,3.4444444444444446,NA,NA,NA,5.1,include,Valid,NA,NA,NA,Valid,1478.45,1544.675,3781.5629341860863,0.017512600253538728,within range,include,include,include
246726,23,female,5,5,6,6,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,4,5,5,3,6,3,include,5.555555555555555,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,657.075,662.2,258.8694553012293,0.019797623454788728,within range,include,include,include
298159,29,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,4,4,4,5,3,4,2,4,6,3,5,6,6,2,3,1,1,1,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.333333333333333,4.5,2.5,NA,include,NA,Valid,Valid,Valid,NA,1314.7,943.2,743.2195908505706,-0.4998522705447529,within range,include,include,include
343463,41,female,3,5,5,4,5,3,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,3,5,3,5,5,include,4.555555555555555,NA,NA,NA,4.6,include,Valid,NA,NA,NA,Valid,579.925,579.8375,214.80430544068324,-4.07347514848299e-4,within range,include,include,include
343750,27,male,3,4,5,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,2,4,4,6,3,5,5,include,4.333333333333333,NA,NA,NA,4.4,include,Valid,NA,NA,NA,Valid,780.025,669.35,266.38681030238945,-0.41546726684540813,within range,include,include,include
348917,31,female,3,6,6,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,4,6,4,6,6,5,6,include,5.444444444444445,NA,NA,NA,5.3,include,Valid,NA,NA,NA,Valid,898.275,743.95,380.8357085473497,-0.4052272319438043,within range,include,include,include
350255,26,male,3,5,5,6,1,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,4,5,5,2,6,5,3,include,4.666666666666667,NA,NA,NA,4.2,include,Valid,NA,NA,NA,Valid,910.05,874.25,362.72926643474926,-0.09869619937722879,within range,include,include,include
353512,42,male,5,6,6,4,3,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,include,5,NA,NA,NA,6,include,Valid,NA,NA,NA,Valid,1232.55,924.0625,578.7620633562572,-0.5330126480838644,within range,include,include,include
360521,29,male,4,6,3,6,6,3,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,4,6,5,6,3,include,4.777777777777778,NA,NA,NA,4.8,include,Valid,NA,NA,NA,Valid,1110.9,837.8125,348.39996806127584,-0.7838333095138804,within range,include,include,include
450960,38,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,4,5,6,6,3,4,3,5,5,3,5,3,5,2,3,4,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.555555555555555,4.125,2.625,NA,include,NA,Valid,Valid,Valid,NA,950.425,945.925,230.59756725778806,-0.019514516365081124,within range,include,include,include
453001,20,male,6,6,5,6,6,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,5,6,5,6,6,2,include,5.555555555555555,NA,NA,NA,5,include,Valid,NA,NA,NA,Valid,756.2,761.225,363.40959714090883,0.013827372858432186,within range,include,include,include
455618,25,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,6,2,4,2,1,3,1,4,6,1,1,1,1,3,4,6,6,1,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.6666666666666665,2.25,4.125,NA,include,NA,Valid,Valid,Valid,NA,1030,690.55,418.5540054308224,-0.8110064545926405,within range,include,include,include
462128,44,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,3,3,3,5,5,2,5,5,1,4,4,5,3,5,2,3,4,5,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.888888888888889,4,3.125,NA,include,NA,Valid,Valid,Valid,NA,983.525,1006.9375,460.5416236507249,0.05083688161432305,within range,include,include,include
526620,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,6,5,6,5,3,3,5,5,2,5,2,5,1,2,1,1,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.444444444444445,3.75,2.125,NA,include,NA,Valid,Valid,Valid,NA,1133.75,856.4375,600.8925792574931,-0.46150095636505883,within range,include,include,include
548565,23,female,2,6,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,5,2,5,3,4,5,include,4.888888888888889,NA,NA,NA,4.2,include,Valid,NA,NA,NA,Valid,686.375,775.125,371.6958387830397,0.23877049657207414,within range,include,include,include
558041,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,6,5,5,6,4,6,2,6,5,2,4,2,4,1,3,4,4,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,3.875,2.75,NA,include,NA,Valid,Valid,Valid,NA,1440.2,1012.7375,709.8714934302362,-0.6021688488072943,within range,include,include,include
579249,54,female,3,4,3,5,5,3,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,5,2,4,5,include,4.111111111111111,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,758.225,735.9625,239.08042257655427,-0.09311720198617068,within range,include,include,include
617893,42,male,4,4,5,4,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,4,5,3,3,4,2,include,4.111111111111111,NA,NA,NA,3.8,include,Valid,NA,NA,NA,Valid,789.15,689.3875,208.5979122752724,-0.4782526292418027,within range,include,include,include
634062,32,male,3,NA,6,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,6,5,5,4,2,6,5,exclude,4.75,NA,NA,NA,4.7,exclude,Valid,NA,NA,NA,Valid,676.025,770.35,395.9782906330359,0.23820750336895022,within range,include,include,exclude
652538,35,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,3,3,6,5,5,2,5,3,5,7,2,5,2,5,4,2,5,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA,4.333333333333333,4.25,3.625,NA,exclude,NA,Valid,Valid,Valid,NA,1467.8,1212.1625,1153.0842168438755,-0.22169889784781666,within range,include,include,exclude
668486,22,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,3,3,4,4,4,5,3,2,5,5,3,6,3,4,4,3,5,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.888888888888889,3.875,3.5,NA,include,NA,Valid,Valid,Valid,NA,781.4,695.925,260.11172723323665,-0.32860879018867306,within range,include,include,include
664326,46,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,2,2,6,5,6,5,3,3,4,4,3,5,3,3,2,1,3,3,2,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.666666666666667,3.5,2.625,NA,include,NA,Valid,Valid,Valid,NA,910.825,661.5,309.90069691237983,-0.8045319112996163,within range,include,include,include
194648,other/missing/error,other/missing/error,3,5,6,6,5,5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,4,4,2,5,5,include,4.888888888888889,NA,NA,NA,4.6,include,Valid,NA,NA,NA,Valid,575.325,536.325,249.8253225890496,-0.15610907491612885,within range,include,include,exclude
173703,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,2,3,5,5,5,4,5,4,6,6,6,6,4,6,2,2,3,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.111111111111111,5.375,2.375,NA,include,NA,Valid,Valid,Valid,NA,1305.7,951.9625,719.065529937667,-0.49194056073118153,within range,include,include,exclude
167754,other/missing/error,other/missing/error,5,4,6,5,6,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,5,4,6,6,6,5,include,4.888888888888889,NA,NA,NA,5.2,include,Valid,NA,NA,NA,Valid,775.8,714.3728813559322,187.1364053832084,-0.32824782819933085,within range,exclude,include,exclude
501196,16,male,3,4,4,3,5,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,5,4,4,4,5,4,include,3.7777777777777777,NA,NA,NA,4.6,include,Valid,NA,NA,NA,Valid,647.65,716.7625,204.6420101321436,0.3377239109182519,within range,include,include,include
217118,21,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,1,5,2,5,1,5,5,5,5,4,5,3,5,2,1,3,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.3333333333333335,4.625,1.625,NA,include,NA,Valid,Valid,Valid,NA,842.7,739.6375,341.0359032784231,-0.3022042518375532,within range,include,include,include
217597,25,female,3,4,3,4,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,4,3,4,4,include,3.7777777777777777,NA,NA,NA,3.9,include,Valid,NA,NA,NA,Valid,516.15,505.8625,194.0872798482156,-0.05300450399451846,within range,include,include,include
309503,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,4,5,5,4,5,3,3,3,4,2,3,2,3,4,2,2,4,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.444444444444445,2.875,2.75,NA,include,NA,Valid,Valid,Valid,NA,731.375,640.85,247.17776621137205,-0.3662343963517668,within range,include,include,include
311846,58,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,5,6,1,5,2,1,1,3,5,1,5,1,4,5,2,5,4,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.555555555555555,2.625,3.5,NA,include,NA,Valid,Valid,Valid,NA,1385.6,1038.9125,514.7752705809406,-0.6734734938000263,within range,include,include,include
340489,17,female,4,4,5,5,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,3,5,5,5,5,include,4.222222222222222,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,661.875,588.675,328.9337028678468,-0.22253724492746507,within range,include,include,include
353222,29,female,1,5,3,2,6,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,2,3,5,3,3,2,include,3.7777777777777777,NA,NA,NA,3,include,Valid,NA,NA,NA,Valid,934.925,777.2625,349.2929468871337,-0.45137613400176974,within range,include,include,include
393892,18,female,4,4,5,4,6,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,5,5,4,4,5,5,include,4.333333333333333,NA,NA,NA,4.7,include,Valid,NA,NA,NA,Valid,822.425,705.95,208.46620597500558,-0.5587236523792488,within range,include,include,include
395088,33,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,2,5,6,5,2,5,2,4,4,5,6,5,2,1,2,4,4,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.666666666666667,4.125,2.875,NA,include,NA,Valid,Valid,Valid,NA,1282.025,1143.7,851.8322643881605,-0.162385255622307,within range,include,include,include
440645,27,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5,5,5,4,5,5,4,5,5,6,5,5,2,3,4,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.111111111111111,5,2.75,NA,include,NA,Valid,Valid,Valid,NA,1418.625,738.1875,858.2667603564599,-0.7928042089354562,within range,include,include,include
448235,39,female,1,6,6,1,2,1,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,6,6,6,include,3.111111111111111,NA,NA,NA,5.8,include,Valid,NA,NA,NA,Valid,1300.5,932.9875,659.6461872602212,-0.5571357905158656,within range,include,include,include
460603,32,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,5,6,6,4,5,2,1,5,5,1,5,1,2,2,2,4,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.222222222222222,2.75,3.125,NA,include,NA,Valid,Valid,Valid,NA,705.125,677.975,195.14784149976347,-0.1391252897871939,within range,include,include,include
497745,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,4,2,3,3,3,3,4,3,5,4,3,4,3,5,1,3,3,3,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.2222222222222223,3.875,3,NA,include,NA,Valid,Valid,Valid,NA,904.7,894.5625,353.8060118873322,-0.028652707018523706,within range,include,include,include
505557,44,female,1,6,3,1,1,6,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,6,4,6,6,4,6,1,include,3.4444444444444446,NA,NA,NA,4.2,include,Valid,NA,NA,NA,Valid,757.925,728.3875,203.66922983620483,-0.1450268163912369,within range,include,include,include
523839,28,female,4,6,6,6,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,4,6,4,3,6,4,4,include,5.555555555555555,NA,NA,NA,4.5,include,Valid,NA,NA,NA,Valid,864.425,900.2125,395.61789100883004,0.09045976133369878,within range,include,include,include
549211,48,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,5,5,5,2,5,5,5,5,6,5,5,1,5,6,5,5,4,2,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.7777777777777777,4.625,3.875,NA,include,NA,Valid,Valid,Valid,NA,1138.875,772.6875,386.011761261147,-0.9486433750195105,within range,include,include,include
596741,62,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,3,3,3,3,4,4,6,4,6,5,2,4,2,6,5,3,5,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.5555555555555554,4.375,3.75,NA,include,NA,Valid,Valid,Valid,NA,1364.75,809.3375,934.0747362042965,-0.5946124849248923,within range,include,include,include
628838,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,3,2,4,4,4,2,3,3,3,4,2,3,2,2,4,4,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.3333333333333335,2.75,4.375,NA,include,NA,Valid,Valid,Valid,NA,845.2,668.7625,319.53263303053814,-0.5521736491406737,within range,include,include,include
648950,32,male,3,6,5,5,0,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,3,4,5,4,5,7,exclude,4.444444444444445,NA,NA,NA,4.3,exclude,Valid,NA,NA,NA,Valid,1159.575,930.4625,445.09321719028196,-0.5147517220017579,within range,include,include,exclude
199840,other/missing/error,other/missing/error,2,5,3,2,2,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,4,4,5,6,include,3,NA,NA,NA,5,include,Valid,NA,NA,NA,Valid,1021.725,849.8875,374.42043355621735,-0.4589426340007681,within range,include,include,exclude
199166,other/missing/error,other/missing/error,3,4,5,6,4,6,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,5,4,6,include,4.444444444444445,NA,NA,NA,5.4,include,Valid,NA,NA,NA,Valid,1109.725,748.4875,558.1881312926372,-0.6471608401336943,within range,include,include,exclude
195431,other/missing/error,other/missing/error,2,3,5,2,3,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,3,3,4,4,6,2,include,2.888888888888889,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,887.925,698.05,380.7159221458306,-0.49873143978273043,within range,include,include,exclude
183947,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,1,6,2,6,NA,6,3,1,3,2,5,4,1,4,1,4,1,6,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA,4.875,3.125,2.875,NA,exclude,NA,Valid,Valid,Valid,NA,891.375,683.6125,353.35874439568687,-0.5879647901605347,within range,include,include,exclude
179074,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,3,6,6,5,1,3,6,5,5,4,3,2,1,1,1,5,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.4444444444444446,3.625,2.375,NA,include,NA,Valid,Valid,Valid,NA,560.85,560.0875,195.37064519932937,-0.0039028381117444497,within range,include,include,exclude
164311,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,6,6,5,5,5,5,6,3,6,1,2,5,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.888888888888889,5.125,2.125,NA,include,NA,Valid,Valid,Valid,NA,902.8,764.025,384.828111434365,-0.3606155472445754,within range,include,include,exclude
